Country/Region,Lat,Long,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20
Queensland | Australia ,-28.0167,153.4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,8,8,10,10,12,12,12,14,14,17,19,19,34,45,60,67,77,93,143,183,220,258,318,396,442,492,554,624,655,688,742,780,834,872,899,906,920,933,942,952,964,973,982,986,997,998,1000,1006,1014,1018,1018,1023,1023,1025,1025,1025,1029,1032,1033,1032,1032,1033,1034,1037,1042,1042,1044,1044,1044,1044,1044,1050,1051,1050,1053,1054,1054,1056,1056,1057,1057,1057,1059,1060,1055,1056,1057,1057,1057,1057,1057,1057,1058,1058,1059,1059,1060,1060,1061,1061,1061,1062,1063,1064,1064,1064,1064,1065,1065,1065,1065,1065
Latvia ,56.8796,24.6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,9,9,16,25,29,33,48,70,85,110,123,138,179,196,220,243,279,304,346,375,397,445,457,492,508,532,541,547,576,588,611,629,650,654,656,665,674,681,711,726,738,747,760,777,783,803,811,817,835,848,857,869,870,878,895,895,899,908,927,929,938,945,949,950,961,969,996,1007,1008,1011,1015,1024,1029,1045,1046,1048,1052,1056,1060,1063,1064,1065,1065,1070,1078,1081,1084,1085,1087,1087,1088,1091,1093,1095,1096,1096,1096,1097,1103,1107,1109,1110
Hong Kong | China ,22.3,114.2,37,48,49,52,55,55,56,59,61,62,67,67,68,73,78,83,90,91,93,94,95,99,99,104,104,106,107,113,114,119,125,128,133,139,144,154,161,180,207,255,272,316,355,385,409,452,518,560,640,681,713,764,801,844,861,889,913,934,959,972,988,999,1003,1008,1011,1016,1016,1020,1023,1024,1024,1028,1032,1034,1034,1036,1036,1036,1036,1036,1036,1038,1038,1038,1039,1039,1039,1043,1043,1043,1046,1046,1046,1049,1050,1051,1051,1054,1054,1054,1054,1054,1064,1064,1064,1064,1064,1065,1065,1078,1081,1083,1086,1092,1092,1098,1101,1104,1105,1106,1106,1106,1106,1107,1108,1108,1111,1111,1119,1123,1123,1127
Tunisia ,34.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,6,15,17,17,19,23,28,38,53,59,74,88,113,172,196,226,277,311,311,393,422,454,494,552,573,595,622,627,642,670,684,706,725,746,779,821,863,863,878,883,883,908,917,921,938,948,966,974,979,993,997,1008,1012,1017,1021,1024,1025,1029,1031,1031,1031,1031,1031,1031,1034,1036,1036,1042,1043,1044,1045,1047,1047,1050,1050,1050,1050,1067,1070,1075,1076,1083,1085,1086,1086,1086,1086,1086,1086,1086,1086,1086,1092,1093,1095,1109,1124,1127,1131,1145,1155
Zhejiang | China ,29.1832,120.0934,1091,1116,1130,1144,1154,1161,1166,1170,1171,1173,1174,1202,1204,1204,1204,1204,1204,1204,1204,1204,1204,1205,1212,1212,1214,1214,1214,1214,1214,1214,1214,1214,1214,1226,1230,1230,1231,1231,1232,1233,1235,1237,1237,1239,1240,1242,1246,1250,1253,1254,1256,1256,1257,1259,1261,1262,1263,1264,1265,1266,1266,1266,1266,1266,1266,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1268,1268,1268,1268,1268
Henan | China ,33.882,113.61399999999999,1072,1104,1134,1168,1183,1211,1230,1245,1256,1261,1264,1266,1269,1270,1270,1270,1270,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1272,1273,1273,1273,1273,1274,1274,1274,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275,1275
Sierra Leone ,8.460555000000001,-11.779889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,5,5,6,6,7,7,9,9,10,12,14,25,29,34,42,49,60,63,81,81,92,92,103,103,123,135,154,165,177,198,224,230,256,290,306,337,337,386,407,446,461,504,518,533,569,584,605,620,706,734,753,781,811,828,851,860,864,895,908,913,928,945,968,1000,1024,1061,1084,1102,1131,1168,1175,1224,1248,1271,1297,1308
Paraguay ,-23.4425,-58.4438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,5,5,7,8,10,10,12,17,21,21,26,36,40,51,55,58,63,64,68,76,91,95,103,112,114,118,123,128,132,133,146,158,160,173,198,201,205,207,207,212,212,222,227,227,227,238,238,265,332,369,395,414,430,439,461,562,688,712,723,736,739,753,758,777,785,787,828,832,835,837,849,861,864,876,883,899,916,963,985,994,1012,1069,1085,1086,1089,1134,1144,1186,1201,1229,1253,1260,1288,1295,1302,1307,1329,1335,1361
Zambia ,-15.4167,28.2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,11,15,21,27,28,34,34,35,38,38,38,38,38,38,38,38,39,39,42,44,44,47,47,51,56,60,64,69,73,75,83,83,87,87,94,96,105,108,118,123,136,137,145,152,166,251,266,266,440,445,653,653,678,752,760,771,831,865,919,919,919,919,919,1056,1056,1056,1056,1056,1088,1088,1088,1088,1088,1088,1088,1199,1199,1199,1199,1320,1356,1357,1381,1404,1411,1415,1429,1429
Kosovo ,42.602636,20.902977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,85,90,93,93,111,124,124,125,134,144,144,169,183,183,249,282,282,282,386,386,448,479,509,560,597,603,629,668,702,730,762,779,789,798,805,805,822,850,854,855,855,860,860,861,869,883,918,918,943,943,943,954,954,988,988,1002,1003,1024,1031,1037,1037,1046,1047,1047,1063,1063,1063,1063,1141,1141,1141,1141,1141,1262,1262,1297,1325,1325,1436,1436,1485,1485,1485,1485,1485,1485
Madagascar ,-18.7669,46.8691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,11,16,18,22,25,25,38,42,56,56,58,69,69,71,81,87,92,92,92,101,105,105,107,109,110,116,119,120,120,120,120,120,121,122,123,127,127,127,127,131,134,148,148,150,157,192,192,192,192,185,185,211,229,237,282,303,321,325,370,404,447,487,526,541,585,611,655,697,757,770,825,844,907,956,974,1025,1051,1093,1137,1161,1202,1239,1251,1271,1289,1316,1377,1402,1442,1502
New Zealand ,-40.9006,174.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,4,4,4,4,5,7,7,11,19,27,38,51,101,101,154,204,282,367,450,513,588,646,707,796,867,949,1038,1105,1159,1209,1238,1282,1311,1329,1348,1365,1385,1400,1408,1421,1430,1439,1444,1450,1455,1460,1469,1468,1471,1473,1475,1478,1484,1486,1486,1485,1487,1488,1489,1491,1493,1496,1496,1496,1496,1497,1497,1498,1498,1498,1502,1502,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1503,1505,1505,1506,1506,1508,1510
Slovenia ,46.1512,14.9955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,15,15,30,56,88,140,180,218,252,274,274,285,340,382,413,441,479,527,561,631,683,729,755,801,840,896,933,976,996,1020,1058,1090,1123,1159,1187,1204,1211,1219,1247,1267,1303,1316,1329,1334,1343,1352,1365,1372,1387,1395,1401,1407,1417,1428,1433,1438,1438,1438,1444,1447,1448,1449,1453,1456,1459,1460,1462,1463,1464,1464,1465,1465,1466,1467,1467,1467,1467,1467,1468,1468,1470,1472,1472,1472,1472,1472,1474,1476,1476,1478,1483,1484,1484,1485,1487,1487,1489,1491,1494,1495,1498,1502,1510,1512,1518
Lebanon ,33.8547,35.8623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,9,12,12,12,15,21,21,31,31,40,60,60,76,92,109,109,119,132,156,162,186,247,266,317,332,367,390,411,437,445,469,478,493,507,519,526,540,547,575,581,608,618,629,631,640,657,662,667,671,672,676,676,681,687,695,703,706,709,716,720,724,728,732,736,739,740,749,783,795,808,844,858,869,877,885,890,901,910,930,953,960,1023,1085,1096,1113,1118,1139,1160,1167,1171,1190,1219,1232,1241,1255,1305,1311,1319,1330,1349,1367,1387,1401,1421,1441,1445,1463,1472,1488,1494,1509,1535
Guinea-Bissau ,11.8037,-15.1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,7,7,8,8,14,17,17,17,32,32,35,35,37,37,37,37,42,42,42,45,49,49,49,49,49,51,51,52,72,72,204,204,256,256,256,412,412,474,563,593,640,725,760,819,835,912,912,968,989,1031,1037,1088,1108,1113,1113,1113,1177,1177,1194,1194,1255,1255,1255,1338,1338,1338,1338,1367,1367,1367,1388,1388,1388,1388,1459,1459,1459,1491,1491,1491,1491,1540,1540
Slovakia ,48.669,19.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,9,15,31,43,53,62,71,104,122,136,177,184,185,203,215,225,268,291,313,335,362,399,425,449,470,484,533,580,681,700,714,727,741,768,834,862,976,1048,1088,1160,1172,1198,1243,1324,1359,1372,1378,1380,1383,1390,1395,1402,1406,1407,1412,1420,1428,1444,1454,1454,1456,1456,1464,1468,1476,1479,1492,1493,1494,1494,1495,1501,1502,1503,1508,1510,1512,1514,1519,1519,1520,1520,1521,1521,1524,1525,1525,1527,1527,1529,1530,1532,1540,1541,1544,1547,1551,1551,1560,1561,1575,1585
Guangdong | China ,23.3417,113.4244,1158,1176,1218,1240,1260,1293,1315,1321,1327,1330,1331,1332,1338,1341,1344,1346,1346,1346,1347,1348,1348,1349,1349,1349,1350,1351,1351,1351,1351,1352,1355,1355,1355,1355,1359,1360,1363,1369,1377,1394,1399,1412,1414,1427,1432,1447,1455,1466,1474,1483,1493,1500,1506,1513,1515,1523,1531,1532,1535,1538,1543,1547,1551,1554,1563,1565,1570,1576,1578,1579,1580,1581,1581,1584,1584,1585,1586,1586,1587,1587,1587,1587,1587,1587,1587,1587,1588,1588,1588,1588,1588,1588,1588,1588,1588,1588,1589,1589,1589,1589,1589,1589,1590,1591,1591,1591,1591,1591,1591,1592,1592,1594,1595,1596,1597,1597,1600,1601,1601,1603,1603,1606,1606,1607,1624,1624,1627,1627,1627,1630,1630,1633
Equatorial Guinea ,1.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,5,8,8,8,11,11,11,11,11,11,14,14,15,15,15,15,15,17,17,17,17,20,20,40,50,50,78,78,78,78,82,83,83,213,257,257,257,314,314,314,314,314,314,314,314,438,438,438,438,438,438,438,521,582,593,593,593,718,824,889,902,959,959,959,1042,1042,1042,1042,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305,1663,1663,1663,1663,1663
Lithuania ,55.1694,23.8813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,7,11,16,24,26,35,48,82,142,178,208,273,298,357,393,459,490,536,580,648,695,770,810,842,879,911,954,998,1025,1052,1061,1069,1090,1127,1148,1238,1297,1325,1349,1369,1397,1409,1425,1437,1448,1343,1374,1384,1398,1405,1409,1418,1422,1427,1432,1435,1443,1478,1484,1490,1504,1510,1522,1533,1540,1546,1561,1576,1592,1603,1615,1622,1634,1638,1646,1655,1661,1669,1674,1677,1681,1683,1686,1693,1704,1713,1719,1726,1732,1751,1755,1762,1767,1772,1775,1777,1783,1791,1794
Iceland ,64.9631,-19.0208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,25,33,42,49,49,57,68,84,102,133,155,170,179,219,249,329,408,472,567,587,647,736,801,889,962,1019,1085,1134,1219,1318,1363,1416,1485,1561,1585,1615,1647,1674,1688,1700,1710,1719,1726,1738,1753,1759,1770,1772,1777,1784,1788,1788,1789,1791,1791,1794,1796,1796,1797,1797,1798,1798,1798,1798,1800,1800,1800,1800,1800,1800,1801,1801,1801,1801,1801,1801,1801,1802,1802,1802,1803,1803,1803,1803,1804,1804,1804,1805,1805,1805,1805,1805,1805,1805,1805,1806,1806,1806,1806,1806,1806,1807,1809,1809,1811,1814,1815,1818,1821
Nicaragua ,12.8654,-85.2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,5,5,5,5,6,6,7,8,8,8,8,8,8,8,9,9,9,9,10,10,11,12,12,12,12,13,13,13,14,14,15,15,15,15,15,15,15,24,24,24,24,24,24,24,253,253,278,278,278,278,278,758,758,758,758,758,758,758,1117,1117,1117,1117,1117,1117,1117,1463,1463,1463,1463,1463,1463,1463,1822,1822,1822,1822,1822
Victoria | Australia ,-37.8136,144.9631,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,8,8,9,9,9,10,10,14,17,20,20,35,48,56,70,93,120,120,120,228,354,354,410,465,519,573,684,768,820,916,967,1035,1084,1114,1134,1157,1190,1211,1227,1240,1264,1267,1280,1290,1298,1298,1301,1318,1327,1328,1335,1335,1336,1342,1345,1348,1348,1353,1360,1363,1370,1383,1405,1422,1439,1453,1466,1467,1486,1495,1510,1513,1520,1539,1550,1557,1563,1572,1572,1580,1592,1592,1602,1604,1609,1617,1627,1633,1644,1648,1652,1662,1669,1677,1680,1680,1684,1686,1686,1690,1698,1702,1702,1719,1731,1740,1761,1779,1791,1791,1835
South Sudan ,6.8770000000000024,31.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,33,33,34,44,44,45,45,51,57,73,119,119,119,155,193,202,202,235,235,289,289,289,289,480,562,654,654,805,805,993,993,993,993,993,993,993,993,993,993,993,1316,1603,1603,1603,1669,1669,1692,1692,1692,1775,1812,1829,1863,1881
Albania ,41.1533,20.1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,11,22,32,37,41,50,54,58,63,69,75,88,103,122,145,173,185,196,211,222,242,258,276,303,332,360,376,382,399,408,415,432,445,466,474,493,517,538,547,561,583,608,633,662,677,711,725,735,749,765,772,781,788,794,802,819,831,841,849,855,867,871,875,879,897,915,932,945,947,948,963,968,980,988,997,1003,1028,1049,1075,1098,1121,1136,1142,1163,1183,1196,1211,1231,1245,1262,1298,1340,1384,1415,1463,1520,1589,1671,1721,1787,1837,1890
Mali ,17.570692,-3.996166000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,17,17,24,27,30,35,38,40,44,46,55,58,73,86,86,104,122,143,147,170,170,215,223,245,257,292,308,324,369,388,407,423,481,489,507,543,562,579,611,630,649,667,691,703,711,729,757,778,805,834,859,873,900,930,946,968,1014,1029,1058,1076,1115,1193,1225,1249,1264,1314,1350,1385,1460,1484,1522,1532,1546,1585,1666,1721,1751,1775,1808,1859,1884,1889,1905,1922,1932
Sri Lanka ,7.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,9,17,27,43,50,59,72,76,81,96,101,101,105,105,112,116,121,142,145,150,158,165,175,177,184,188,189,189,197,209,216,232,237,237,243,253,270,303,309,329,367,419,459,522,587,618,648,662,689,704,717,750,770,796,823,834,846,862,868,888,914,924,934,959,980,991,1026,1027,1054,1067,1088,1140,1181,1318,1468,1529,1557,1619,1632,1642,1682,1748,1796,1800,1813,1834,1856,1858,1868,1876,1879,1883,1888,1904,1914,1923,1946,1949,1949
Estonia ,58.5953,25.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9,9,9,9,11,15,15,78,114,170,204,224,257,266,282,305,325,351,368,403,537,574,644,678,714,744,778,857,960,1038,1096,1107,1148,1184,1206,1257,1303,1308,1331,1372,1399,1433,1458,1511,1527,1534,1551,1558,1591,1604,1634,1642,1646,1659,1665,1688,1693,1698,1699,1702,1710,1712,1719,1724,1732,1738,1740,1745,1750,1757,1765,1769,1773,1783,1790,1793,1799,1806,1820,1822,1823,1833,1839,1850,1858,1864,1868,1869,1869,1879,1889,1909,1930,1938,1939,1946,1957,1964,1969,1972,1972,1973,1974,1976,1976,1978,1980
Costa Rica ,9.7489,-83.7534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,12,21,22,25,26,34,40,49,68,88,116,133,157,176,200,230,262,294,313,329,346,374,395,415,434,453,466,482,501,538,557,576,594,611,617,625,641,648,654,659,661,668,680,685,686,692,694,696,704,712,718,724,732,738,741,754,760,764,772,779,791,800,803,814,829,842,852,862,865,881,896,902,910,917,929,950,955,983,999,1021,1046,1055,1083,1104,1156,1193,1227,1262,1317,1341,1374,1460,1537,1611,1661,1714,1743,1795,1870,1938,2057,2126
French Guiana | France ,3.9339,-53.1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,6,10,10,10,10,14,17,17,19,22,27,27,27,27,27,42,42,50,50,56,60,60,71,71,76,82,82,82,85,85,85,85,85,95,95,95,96,96,96,106,110,110,110,110,124,124,125,127,127,127,132,132,137,137,140,140,143,143,143,152,163,188,196,196,209,217,236,248,260,278,327,352,383,405,435,449,476,498,498,516,532,555,588,638,688,728,772,864,916,1042,1160,1254,1325,1420,1553,1757,1968,2162
Maldives ,3.2028,73.2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,7,8,9,12,12,12,12,12,12,12,12,12,12,12,12,15,15,16,16,17,18,18,18,18,18,18,18,18,18,18,18,19,19,19,21,24,27,34,51,68,82,85,107,128,176,213,225,249,277,467,490,518,526,540,572,616,647,743,789,834,896,903,954,981,1030,1077,1093,1105,1142,1185,1215,1273,1312,1370,1394,1437,1456,1512,1590,1671,1772,1828,1840,1849,1871,1882,1900,1902,1915,1941,1961,1975,2002,2012,2034,2064,2093,2119,2136,2149,2186
Croatia ,45.1,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,6,6,8,9,9,10,11,11,11,13,18,18,31,37,48,56,64,80,104,127,205,253,314,381,441,494,585,656,712,789,866,962,1010,1078,1125,1181,1221,1281,1342,1406,1494,1533,1599,1649,1703,1740,1790,1813,1831,1870,1880,1907,1949,1980,2008,2015,2029,2038,2046,2061,2075,2084,2087,2095,2100,2111,2118,2124,2160,2175,2186,2195,2206,2212,2220,2221,2223,2225,2227,2231,2233,2236,2242,2242,2243,2243,2243,2243,2244,2244,2245,2245,2245,2245,2245,2246,2246,2246,2246,2246,2246,2248,2248,2248,2250,2251,2253,2254,2257,2268,2279,2298
Cuba ,22.0,-80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,6,10,15,20,34,39,47,56,66,79,118,138,169,185,211,232,268,287,319,349,395,456,514,563,619,668,725,765,813,861,922,985,1034,1086,1136,1188,1234,1284,1336,1368,1388,1436,1466,1500,1536,1610,1648,1667,1684,1702,1728,1740,1753,1765,1782,1803,1809,1829,1839,1861,1871,1880,1886,1899,1907,1915,1930,1940,1946,1962,1973,1982,2004,2024,2044,2082,2091,2106,2118,2132,2172,2190,2199,2204,2210,2218,2232,2237,2247,2261,2272,2279,2294,2304,2308
Mayotte | France ,-12.8275,45.1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,10,23,35,35,35,49,62,62,81,93,93,115,127,133,146,146,170,170,183,190,195,195,206,216,216,232,244,253,270,270,310,325,325,353,379,400,400,459,459,538,538,538,649,685,738,738,853,853,987,1022,1022,1094,1142,1209,1209,1311,1341,1369,1369,1474,1474,1520,1520,1586,1608,1633,1644,1669,1698,1698,1698,1933,1985,1992,2057,2078,2078,2078,2150,2174,2225,2239,2267,2281,2297,2309,2332,2344,2382,2393,2403
Central African Republic ,6.6111,20.9394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,10,10,11,11,11,11,11,11,13,13,15,15,15,18,18,49,49,49,71,71,71,84,84,93,93,142,142,142,142,142,142,142,300,326,326,326,365,417,435,478,551,603,651,670,701,754,873,961,1010,1068,1068,1172,1287,1450,1569,1633,1849,1849,1887,1951,2043,2056,2056,2221,2409,2563,2604,2604,2685
Somalia ,5.1521,46.1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,4,4,4,6,6,6,6,7,11,11,20,20,24,59,59,79,79,115,134,163,236,285,285,327,327,389,435,479,527,581,600,600,670,721,755,834,872,927,927,996,1053,1088,1169,1218,1283,1283,1356,1420,1454,1501,1572,1593,1593,1593,1593,1688,1710,1730,1827,1827,1915,1975,2022,2088,2145,2203,2203,2288,2333,2367,2415,2451,2512,2512,2578,2617,2641,2657,2695,2718,2718,2754
British Columbia | Canada ,49.2827,-123.1207,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,8,11,12,20,20,26,31,31,38,45,63,63,72,102,102,185,230,270,423,423,471,616,616,724,724,883,883,969,1012,1012,1120,1173,1202,1202,1265,1265,1290,1335,1369,1444,1444,1489,1489,1516,1560,1574,1617,1646,1646,1723,1794,1823,1852,1947,1947,1997,2052,2086,2111,2144,2170,2170,2223,2231,2254,2287,2314,2329,2329,2352,2359,2375,2391,2406,2427,2427,2443,2445,2466,2478,2506,2516,2516,2529,2540,2549,2557,2561,2572,2572,2596,2600,2622,2631,2631,2631,2631,2658,2668,2679,2693,2708,2708,2708,2744,2755,2774,2782,2789,2789
Mauritania ,21.0079,10.9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,8,14,19,28,39,61,80,130,140,172,199,226,236,261,267,291,345,422,482,529,587,667,744,783,882,946,1048,1103,1161,1282,1438,1571,1681,1782,1886,2056,2222,2423,2620,2812
Kyrgyzstan ,41.2044,74.7661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,13,13,15,41,43,43,57,57,83,93,106,110,115,129,143,146,215,227,269,279,297,338,376,418,429,448,465,488,505,553,567,589,611,630,664,664,681,694,707,728,745,755,768,794,829,842,870,894,905,930,1001,1015,1036,1043,1081,1110,1116,1137,1215,1242,1269,1312,1349,1364,1402,1432,1467,1519,1593,1661,1721,1747,1816,1844,1870,1898,1935,1973,2006,2031,2054,2092,2165,2165,2206,2284,2471,2561,2656,2656,2788,2980
Thailand ,15.0,101.0,31,32,32,32,32,32,33,34,34,34,34,34,34,34,34,36,39,39,40,41,41,42,42,42,46,47,49,49,49,52,58,69,74,81,113,146,176,211,271,321,410,598,720,826,933,1044,1135,1244,1387,1523,1650,1770,1874,1977,2066,2168,2219,2257,2368,2422,2472,2517,2550,2578,2612,2642,2671,2699,2732,2764,2791,2810,2825,2838,2906,2906,2921,2930,2937,2946,2953,2959,2965,2968,2986,2987,2988,2991,2999,3003,3008,3014,3016,3016,3017,3024,3024,3027,3030,3032,3033,3036,3036,3039,3039,3041,3044,3053,3064,3075,3076,3080,3081,3082,3083,3100,3101,3103,3111,3118,3120,3124,3124,3128,3133,3134,3134,3134,3134,3140,3145,3146
